City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
267,Cape Coast,GH,5.1053,-1.2466,77.79,66,29,11.05,scattered clouds
268,Nelson Bay,AU,-32.7167,152.15,62.01,79,100,20.0,overcast clouds
269,Ambilobe,MG,-13.2,49.05,77.85,48,11,11.32,few clouds
270,Saint George,US,37.1041,-113.5841,86.59,30,0,6.91,clear sky
271,Kamenka,RU,51.3223,42.7678,63.36,69,69,13.94,light rain
272,Port Keats,AU,-14.25,129.55,68.72,37,6,5.97,clear sky
273,Taltal,CL,-25.4,-70.4833,60.87,73,49,3.69,scattered clouds
274,Razdolinsk,RU,58.4211,94.6658,57.33,92,6,1.61,clear sky
275,Rumonge,BI,-3.9736,29.4386,80.87,43,8,4.41,clear sky
276,Mahajanga,MG,-15.7167,46.3167,82.76,42,14,11.54,few clouds
277,Stephenville,US,32.2207,-98.2023,85.87,67,0,6.91,clear sky
278,Bure,ET,10.7,37.0667,63.34,84,93,2.66,light rain
279,Kapit,MY,2.0167,112.9333,76.21,94,89,0.96,overcast clouds
280,Upernavik,GL,72.7868,-56.1549,45.27,89,100,9.71,light rain
281,Gisborne,NZ,-38.6533,178.0042,50.77,79,99,25.5,overcast clouds
282,Paita,PE,-5.0892,-81.1144,63.57,80,62,12.28,broken clouds
283,Culasi,PH,11.4272,122.056,77.22,81,100,7.49,overcast clouds
284,Arraial Do Cabo,BR,-22.9661,-42.0278,72.14,74,3,11.23,clear sky
285,Praia Da Vitoria,PT,38.7333,-27.0667,76.75,83,52,3.51,broken clouds
286,Waru,ID,-7.0468,112.4048,76.08,81,35,5.37,scattered clouds
287,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,53.49,98,98,2.68,light rain
288,Mbini,GQ,1.574,9.6134,79.65,74,63,12.84,light rain
289,Cabo San Lucas,MX,22.8909,-109.9124,87.1,66,7,14.36,clear sky
290,Susa,TN,35.8254,10.637,91.18,55,0,14.97,clear sky
291,Zonguldak,TR,41.25,31.8333,76.05,41,0,8.75,clear sky
292,Coueron,FR,47.2151,-1.7217,76.95,53,100,3.44,overcast clouds
